TH,Cod.Municipio,AMBITO,Distrito,Sección,Mesa,Censo,Votantes,Nulos,Válidos,Blancos,Votos Cand.,Abstenciones,PSE-PSOE,PP,HB,EB,CDS,EKA,AR,LVE,PH,ARM-ADE,PTE-UC,FE-JONS,PCPE-EHAC,F.N.,UNA,CIU,BNG,LA,P.A.,CSD,EE...(E89),FPR,PNV...(E89),AV-MEC,BACTERIA,PED,EA...(E89),EPV,PST-PORE,PV,IDE,LB
BIZKAIA,027,DURANGO,5,3,A,779,504,0,504,4,500,275,67,44,108,5,5,1,3,6,1,3,1,0,0,0,0,0,0,0,0,0,51,0,146,0,0,0,55,4,0,,0,0
BIZKAIA,027,DURANGO,5,3,B,664,426,2,424,5,419,238,66,30,72,4,7,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,43,1,152,0,0,0,31,4,1,,0,1
BIZKAIA,027,DURANGO,6,1,U,1027,663,5,658,6,652,364,210,49,98,13,21,0,0,0,2,4,4,0,1,3,0,2,0,0,0,0,42,0,138,0,0,1,51,10,1,,0,2
BIZKAIA,027,DURANGO,6,2,A,897,550,2,548,5,543,347,131,24,129,11,15,0,0,4,0,6,2,0,0,0,0,0,0,0,0,2,38,0,141,0,0,0,35,2,1,,0,2
BIZKAIA,027,DURANGO,6,2,B,914,561,4,557,11,546,353,136,33,79,18,16,0,0,2,0,5,4,0,1,0,0,1,1,0,1,2,52,0,137,1,0,0,49,3,1,,0,4
BIZKAIA,027,DURANGO,6,3,A,362,252,6,246,3,243,110,6,7,100,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,9,1,99,0,0,0,17,0,0,,0,0
BIZKAIA,027,DURANGO,6,3,B,542,361,3,358,2,356,181,12,2,136,4,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,23,0,139,0,0,0,35,1,0,,0,0
BIZKAIA,028,EA,1,1,U,708,462,3,459,2,457,246,1,8,121,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,231,0,0,0,81,0,0,,0,1
BIZKAIA,029,ETXEBARRI,1,1,A,652,401,3,398,3,395,251,67,13,62,4,17,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,31,0,112,0,0,1,80,0,0,,0,0
BIZKAIA,029,ETXEBARRI,1,1,B,586,341,2,339,5,334,245,73,13,48,2,12,0,0,1,1,7,4,0,1,0,0,0,0,0,0,0,31,1,85,0,0,0,54,1,0,,0,0
BIZKAIA,029,ETXEBARRI,1,1,C,586,373,6,367,1,366,213,78,11,59,5,18,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,32,0,82,0,0,0,70,0,0,,0,1
BIZKAIA,029,ETXEBARRI,1,2,A,666,376,1,375,2,373,290,148,17,44,17,20,0,0,8,3,11,6,1,1,0,1,0,0,0,1,2,30,0,39,0,0,0,22,1,1,,0,0
BIZKAIA,029,ETXEBARRI,1,2,B,754,431,2,429,4,425,323,184,15,48,16,20,0,0,2,1,13,6,1,2,0,0,0,1,0,0,0,36,0,50,0,0,0,27,0,2,,0,1
BIZKAIA,029,ETXEBARRI,1,3,A,619,327,3,324,3,321,292,156,12,30,12,21,3,0,3,0,5,12,0,2,0,0,0,1,1,0,1,9,0,29,0,0,0,20,0,1,,0,3
BIZKAIA,029,ETXEBARRI,1,3,B,617,340,3,337,4,333,277,161,14,42,12,24,0,0,3,0,9,2,2,1,0,0,1,1,0,1,0,13,0,26,1,0,0,16,0,1,,0,3
BIZKAIA,030,ETXEBARRIA,1,1,U,620,339,1,338,6,332,281,8,2,162,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,108,0,0,0,41,1,0,,0,0
BIZKAIA,031,ELANTXOBE,1,1,U,466,366,7,359,1,358,100,4,2,136,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,159,0,0,0,48,0,0,,0,0
BIZKAIA,032,ELORRIO,1,1,A,837,577,2,575,1,574,260,94,17,136,5,24,0,0,2,2,4,0,0,1,0,0,0,1,0,0,0,66,0,149,0,0,0,68,1,0,,0,4
BIZKAIA,032,ELORRIO,1,1,B,556,380,2,378,1,377,176,80,8,73,3,15,0,0,4,2,5,0,0,0,0,0,0,3,0,0,3,33,0,96,0,0,0,48,3,1,,0,0
BIZKAIA,032,ELORRIO,1,2,A,606,406,2,404,2,402,200,74,12,80,3,4,0,0,5,1,1,0,1,2,0,0,0,1,0,0,0,39,0,121,2,0,0,53,1,1,,0,1
BIZKAIA,032,ELORRIO,1,2,B,602,411,8,403,3,400,191,70,8,86,5,17,0,0,4,0,1,2,0,0,0,0,2,0,0,0,0,50,0,116,0,0,0,36,1,1,,0,1
BIZKAIA,032,ELORRIO,1,2,C,459,303,1,302,2,300,156,37,15,74,1,3,0,0,2,0,3,1,2,1,0,0,0,0,0,0,0,37,0,87,0,0,0,33,0,2,,0,2
BIZKAIA,032,ELORRIO,1,3,A,890,607,6,601,6,595,283,87,19,126,4,16,0,0,4,0,2,0,1,3,0,0,1,0,1,0,0,69,0,174,0,0,0,83,2,0,,1,2
BIZKAIA,032,ELORRIO,1,3,B,627,416,1,415,4,411,211,80,17,73,4,12,0,1,1,0,3,0,2,2,0,0,0,0,0,0,0,37,0,117,0,0,0,58,2,1,,0,1
BIZKAIA,032,ELORRIO,1,4,U,764,508,5,503,4,499,256,36,7,133,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,41,0,216,0,0,0,60,1,0,,0,0
BIZKAIA,032,ELORRIO,1,5,U,687,507,3,504,0,504,180,21,16,154,2,11,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,38,0,194,0,0,0,63,0,0,,0,1
BIZKAIA,033,EREÑO,1,1,U,234,156,0,156,0,156,78,1,4,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,46,0,0,0,37,0,0,,0,0
BIZKAIA,034,ERMUA,1,1,A,709,424,3,421,8,413,285,125,21,74,23,18,0,0,11,0,11,9,0,2,0,1,0,1,0,0,1,35,1,48,0,0,0,28,0,2,,0,2
BIZKAIA,034,ERMUA,1,1,B,605,362,0,362,5,357,243,119,22,60,20,22,0,0,6,0,3,10,0,0,0,0,0,0,0,0,0,31,0,34,1,0,1,26,1,1,,0,0
BIZKAIA,034,ERMUA,1,2,A,593,331,6,325,8,317,262,131,22,42,14,17,0,0,4,1,1,6,0,3,0,0,0,0,1,0,0,24,2,29,1,0,1,13,1,2,,0,2
BIZKAIA,034,ERMUA,1,2,B,525,289,5,284,4,280,236,113,15,29,14,16,0,0,3,2,7,6,0,2,0,0,1,0,0,0,0,20,1,34,0,0,3,10,3,1,,0,0
BIZKAIA,034,ERMUA,1,3,A,555,315,5,310,9,301,240,128,37,22,11,0,0,1,5,0,7,10,0,1,0,0,1,1,1,0,3,27,0,29,0,0,0,9,1,1,,0,6
BIZKAIA,034,ERMUA,1,3,B,606,369,2,367,11,356,237,145,29,27,16,28,0,0,9,2,8,6,0,2,3,0,0,0,1,0,7,28,0,26,0,0,0,12,0,2,,0,5
BIZKAIA,034,ERMUA,1,3,C,564,301,3,298,5,293,263,109,26,28,9,18,0,1,4,1,5,6,1,0,0,1,0,1,1,0,3,32,2,25,2,0,1,6,2,4,,1,4
BIZKAIA,034,ERMUA,1,4,A,449,262,0,262,5,257,187,54,28,33,11,13,1,1,3,0,3,8,0,0,0,1,0,0,0,0,0,24,0,48,0,0,3,26,0,0,,0,0
BIZKAIA,034,ERMUA,1,4,B,399,217,3,214,4,210,182,33,23,33,12,11,1,1,1,0,0,6,0,0,0,0,0,0,1,0,0,22,0,42,0,0,0,22,1,0,,0,1
BIZKAIA,034,ERMUA,1,5,A,532,310,3,307,6,301,222,58,52,35,14,7,2,0,6,1,6,7,1,1,1,0,0,0,0,0,2,25,0,48,0,0,0,34,1,0,,0,0
BIZKAIA,034,ERMUA,1,5,B,527,315,3,312,2,310,212,64,35,60,9,11,1,1,2,0,6,11,2,0,1,0,0,0,0,0,5,30,0,40,0,0,2,25,1,1,,0,3
BIZKAIA,034,ERMUA,1,6,A,595,367,3,364,14,350,228,117,32,38,16,18,0,0,5,0,5,18,0,1,0,1,0,1,1,2,1,25,0,32,0,0,0,29,1,1,,0,6
BIZKAIA,034,ERMUA,1,6,B,605,380,1,379,8,371,225,137,20,31,30,31,0,0,7,1,4,15,0,2,0,1,1,0,1,0,3,33,0,23,1,0,0,19,1,6,,0,4
BIZKAIA,034,ERMUA,1,6,C,558,310,2,308,9,299,248,110,24,18,19,29,0,1,6,0,6,12,1,2,0,0,0,1,0,2,0,20,2,23,1,0,0,16,2,1,,1,2
BIZKAIA,034,ERMUA,1,7,A,565,317,4,313,3,310,248,114,32,41,15,13,0,0,4,1,3,8,0,2,0,1,0,1,0,0,0,29,1,25,0,0,0,19,0,0,,1,0
BIZKAIA,034,ERMUA,1,7,B,517,320,1,319,3,316,197,119,17,30,17,23,0,0,5,1,3,10,0,1,0,0,0,1,0,0,1,41,0,17,2,0,0,24,1,1,,0,2
BIZKAIA,034,ERMUA,1,7,C,518,335,2,333,4,329,183,104,29,43,15,23,0,0,6,3,1,8,1,2,0,0,1,1,1,0,2,42,2,25,0,0,0,18,0,1,,0,1
BIZKAIA,034,ERMUA,1,8,A,539,330,0,330,7,323,209,70,41,47,15,26,0,0,0,0,6,8,0,0,0,1,0,0,0,0,0,41,0,33,2,0,0,31,1,1,,0,0
BIZKAIA,034,ERMUA,1,8,B,486,308,2,306,3,303,178,89,43,30,3,14,0,0,3,0,3,16,0,0,0,0,0,1,0,0,2,38,2,34,0,0,0,22,0,2,,0,1
BIZKAIA,034,ERMUA,1,8,C,489,307,1,306,7,299,182,66,38,43,15,25,0,1,2,2,3,6,0,1,0,0,0,0,0,0,3,46,1,28,0,0,0,16,0,0,,0,3
BIZKAIA,034,ERMUA,1,9,A,633,360,2,358,9,349,273,112,30,41,20,36,0,2,4,2,3,11,0,2,0,0,0,1,0,0,0,36,1,17,0,0,0,20,2,2,,1,6
BIZKAIA,034,ERMUA,1,9,B,588,333,1,332,3,329,255,132,22,27,15,30,0,2,9,2,5,7,0,0,1,0,0,3,1,1,2,21,0,23,0,0,0,22,2,1,,0,1
BIZKAIA,034,ERMUA,1,10,U,746,415,4,411,6,405,331,88,56,65,13,15,0,0,5,1,4,10,1,1,1,0,0,1,0,0,1,51,1,63,0,0,1,25,0,0,,0,2
BIZKAIA,034,ERMUA,1,11,A,491,305,3,302,4,298,186,110,23,28,13,22,0,2,7,1,5,8,0,0,1,0,1,1,0,0,2,29,0,26,0,0,1,18,0,0,,0,0
BIZKAIA,034,ERMUA,1,11,B,411,242,1,241,3,238,169,76,18,19,15,25,0,1,5,0,3,13,0,1,0,1,0,2,1,1,1,18,1,28,0,0,1,7,0,1,,0,0
BIZKAIA,035,FRUIZ,1,1,U,291,168,2,166,1,165,123,1,1,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,100,0,0,0,16,0,0,,0,0
BIZKAIA,036,GALDAKAO,1,1,A,571,374,6,368,3,365,197,48,11,98,5,7,0,0,1,1,2,1,0,2,0,0,0,0,0,0,0,27,0,109,0,0,1,46,2,0,,0,4
BIZKAIA,036,GALDAKAO,1,1,B,569,347,0,347,2,345,222,45,23,80,4,13,0,0,1,0,2,1,0,0,0,0,1,0,0,0,2,26,0,87,1,0,0,55,0,0,,0,4
BIZKAIA,036,GALDAKAO,1,1,C,556,327,0,327,2,325,229,41,20,73,5,4,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,20,0,103,0,0,0,48,1,0,,0,2
BIZKAIA,036,GALDAKAO,1,2,A,745,467,3,464,7,457,278,40,29,106,2,8,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,32,1,145,0,0,0,83,1,1,,0,3
BIZKAIA,036,GALDAKAO,1,2,B,565,330,0,330,5,325,235,42,31,62,3,12,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,24,1,91,0,0,0,48,0,1,,0,1
BIZKAIA,036,GALDAKAO,1,3,A,649,395,6,389,3,386,254,49,21,96,5,2,0,0,3,0,2,6,0,1,0,0,0,1,0,0,0,39,0,87,0,0,0,69,0,1,,0,4
BIZKAIA,036,GALDAKAO,1,3,B,600,337,1,336,1,335,263,59,16,53,14,3,0,0,2,0,4,0,1,2,0,0,0,0,0,0,0,32,0,95,0,0,0,51,0,1,,0,2
BIZKAIA,036,GALDAKAO,1,4,A,583,327,4,323,4,319,256,71,13,66,8,15,0,0,3,0,8,5,0,0,0,0,0,0,0,0,1,30,0,69,0,0,0,29,1,0,,0,0
BIZKAIA,036,GALDAKAO,1,4,B,587,319,2,317,3,314,268,62,17,65,12,7,0,0,2,1,2,3,0,0,0,0,0,0,0,0,1,29,0,82,0,0,0,29,1,0,,1,0
BIZKAIA,036,GALDAKAO,1,4,C,533,293,4,289,2,287,240,75,7,38,0,3,0,0,3,1,8,3,0,1,0,0,0,0,0,0,0,28,0,67,1,0,0,36,1,1,,0,4
BIZKAIA,036,GALDAKAO,1,5,U,594,350,1,349,1,348,244,61,13,63,4,5,0,0,1,2,2,0,3,5,1,0,0,0,1,0,1,31,0,108,0,0,0,44,0,1,,0,2
BIZKAIA,036,GALDAKAO,1,6,A,868,498,4,494,4,490,370,129,21,91,12,14,0,0,4,0,3,3,0,1,0,0,1,0,1,0,4,41,0,94,1,0,0,64,1,0,,0,5
BIZKAIA,036,GALDAKAO,1,6,B,799,457,4,453,5,448,342,128,12,110,10,5,1,1,4,1,3,3,0,1,0,0,0,0,0,0,1,28,0,81,2,0,0,56,0,1,,0,0
BIZKAIA,036,GALDAKAO,1,7,U,681,398,0,398,9,389,283,93,39,42,9,8,0,1,3,0,15,2,0,0,0,0,0,0,0,0,0,17,0,111,1,0,0,42,4,0,,2,0
BIZKAIA,036,GALDAKAO,1,8,A,725,481,2,479,3,476,244,32,13,125,5,5,0,0,2,0,3,5,0,1,0,0,0,0,0,1,0,65,0,150,1,0,0,63,0,1,,0,4
BIZKAIA,036,GALDAKAO,1,8,B,684,419,3,416,3,413,265,38,10,110,2,12,1,0,3,0,5,3,0,1,0,0,0,0,0,0,1,64,0,114,0,0,0,42,1,1,,0,5
BIZKAIA,036,GALDAKAO,1,8,C,623,395,3,392,0,392,228,52,12,112,5,7,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,44,0,90,0,0,0,61,0,1,,0,0
BIZKAIA,036,GALDAKAO,1,9,A,706,410,0,410,6,404,296,78,7,92,13,15,1,2,4,0,6,4,0,2,0,0,1,0,0,0,1,28,0,74,0,0,0,72,1,1,,1,1
BIZKAIA,036,GALDAKAO,1,9,B,700,430,6,424,6,418,270,112,11,80,13,21,0,1,5,0,4,6,1,1,0,0,0,0,0,1,2,41,0,63,1,0,0,51,0,2,,0,2
BIZKAIA,036,GALDAKAO,1,10,A,556,314,1,313,3,310,242,52,11,86,4,8,0,0,1,0,1,2,0,1,0,0,0,0,0,0,3,31,0,58,1,0,0,49,0,1,,0,1
BIZKAIA,036,GALDAKAO,1,10,B,601,352,0,352,3,349,249,77,12,80,11,5,0,0,5,0,2,5,0,2,0,1,0,0,0,0,0,43,0,74,0,0,0,29,0,0,,0,3
BIZKAIA,036,GALDAKAO,1,11,U,1107,660,0,660,6,654,447,187,20,125,19,21,2,0,4,1,11,9,0,2,0,0,0,0,0,2,0,53,0,124,0,0,0,72,1,0,,0,1
BIZKAIA,036,GALDAKAO,2,1,A,600,312,1,311,2,309,288,98,7,68,6,6,0,0,2,1,0,4,1,3,0,0,0,0,0,0,1,29,1,53,0,0,0,21,2,0,,0,6
BIZKAIA,036,GALDAKAO,2,1,B,545,275,7,268,4,264,270,78,6,59,11,15,0,0,3,0,0,6,1,0,0,2,0,0,0,0,3,18,0,45,1,0,0,14,1,0,,0,1
BIZKAIA,036,GALDAKAO,2,1,C,571,287,0,287,2,285,284,109,4,41,5,12,0,1,1,0,7,12,0,2,0,1,1,0,0,0,1,21,0,42,0,0,0,23,0,0,,0,2
BIZKAIA,036,GALDAKAO,2,2,U,495,299,7,292,3,289,196,38,1,71,3,4,0,1,2,1,6,1,0,0,0,0,0,0,0,0,0,19,0,83,0,0,0,58,0,0,,0,1
BIZKAIA,036,GALDAKAO,3,1,A,438,256,1,255,2,253,182,22,12,55,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,7,0,95,0,0,0,50,3,0,,0,1
BIZKAIA,036,GALDAKAO,3,1,B,204,147,0,147,0,147,57,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,47,0,0,0,56,0,0,,0,0
BIZKAIA,036,GALDAKAO,4,1,U,510,329,0,329,3,326,181,47,6,71,12,5,0,0,1,0,2,3,0,0,0,0,0,0,0,0,1,26,0,117,0,0,0,32,2,0,,0,1
BIZKAIA,036,GALDAKAO,4,2,U,1033,681,6,675,11,664,352,99,19,160,6,13,0,0,2,0,1,12,0,0,0,0,0,0,0,1,0,33,0,175,1,0,0,133,3,6,,0,0
BIZKAIA,036,GALDAKAO,4,3,A,750,474,5,469,1,468,276,47,10,115,3,3,0,0,2,1,1,1,0,0,0,0,0,2,0,0,2,21,1,151,2,0,0,101,4,0,,0,1
BIZKAIA,036,GALDAKAO,4,3,B,680,430,5,425,2,423,250,47,9,127,3,4,0,0,1,0,0,2,0,0,0,0,0,0,1,0,3,20,0,134,0,0,0,69,0,1,,0,2
BIZKAIA,037,GALDAMES,1,1,A,346,270,2,268,0,268,76,9,3,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,141,1,0,0,53,0,0,,0,0
BIZKAIA,037,GALDAMES,1,1,B,359,230,1,229,3,226,129,10,2,46,3,0,0,1,1,0,2,5,0,0,0,0,0,2,0,0,0,17,0,82,0,0,0,55,0,0,,0,0
BIZKAIA,038,GAMIZ-FIKA,1,1,U,735,436,0,436,5,431,299,4,2,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,214,0,0,0,64,0,0,,0,0
BIZKAIA,039,GARAI,1,1,U,204,160,1,159,2,157,44,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,71,0,0,0,30,0,0,,0,0
BIZKAIA,040,GATIKA,1,1,U,659,496,2,494,1,493,163,6,7,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,210,2,0,0,151,0,1,,0,0
BIZKAIA,041,GAUTEGIZ ARTEAGA,1,1,U,648,468,7,461,2,459,180,8,14,118,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,11,0,234,0,0,0,69,0,0,,0,1
BIZKAIA,042,GORDEXOLA,1,1,U,651,457,14,443,1,442,194,18,64,44,5,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,15,0,211,0,0,0,67,2,0,,0,2
BIZKAIA,042,GORDEXOLA,1,2,U,637,430,4,426,4,422,207,20,37,36,1,5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,12,0,230,0,0,0,74,0,0,,0,3
BIZKAIA,043,GORLIZ,1,1,A,752,455,2,453,1,452,297,20,19,100,2,8,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,63,0,169,0,0,0,61,1,1,,0,2
BIZKAIA,043,GORLIZ,1,1,B,677,398,5,393,4,389,279,14,13,78,5,7,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,56,0,124,0,0,0,78,2,1,,0,4
BIZKAIA,043,GORLIZ,1,2,U,661,413,9,404,1,403,248,17,14,63,3,4,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,42,0,218,0,0,0,36,0,0,,0,1
BIZKAIA,044,GETXO,1,1,A,722,432,1,431,10,421,290,33,43,64,3,11,0,0,3,0,13,0,0,1,0,0,0,0,0,0,2,43,0,139,0,0,0,63,1,0,,0,2
BIZKAIA,044,GETXO,1,1,B,774,488,0,488,4,484,286,43,61,85,4,18,0,0,0,1,10,2,0,0,0,0,0,0,0,0,1,65,0,123,0,0,0,68,3,0,,0,0
BIZKAIA,044,GETXO,1,2,U,1195,608,0,608,5,603,587,95,41,148,8,14,0,0,8,1,10,2,0,0,1,1,0,0,0,0,1,78,0,127,0,0,0,59,2,0,,0,7
BIZKAIA,044,GETXO,1,3,U,1005,608,6,602,8,594,397,19,39,133,1,5,0,0,2,1,11,5,0,0,0,0,0,0,0,0,0,50,0,220,1,0,0,106,1,0,,0,0
BIZKAIA,044,GETXO,1,4,U,1301,762,2,760,12,748,539,62,49,140,11,16,0,0,10,2,14,8,0,1,0,0,0,0,0,1,1,106,0,196,0,0,0,116,13,0,,0,2
BIZKAIA,044,GETXO,1,5,U,851,501,0,501,2,499,350,50,43,63,6,15,0,0,11,0,13,1,1,0,0,0,0,0,0,0,2,99,0,138,0,0,0,55,0,0,,0,2
BIZKAIA,044,GETXO,1,6,U,1052,620,1,619,3,616,432,64,24,139,6,13,0,0,7,0,6,9,0,0,0,0,0,0,0,0,0,72,0,158,0,0,0,114,1,0,,0,3
BIZKAIA,044,GETXO,1,7,U,1013,564,0,564,4,560,449,70,17,122,10,22,0,0,6,1,7,1,0,1,0,0,0,0,0,0,4,115,0,127,0,0,0,54,0,3,,0,0
BIZKAIA,044,GETXO,2,1,U,1228,627,0,627,6,621,601,49,66,76,9,18,0,0,9,0,18,4,0,0,2,0,1,0,0,0,1,81,0,183,1,0,0,89,7,0,,1,6
BIZKAIA,044,GETXO,2,2,A,749,436,2,434,3,431,313,26,95,47,8,9,1,1,6,0,10,0,0,0,0,0,0,0,0,0,0,49,1,124,0,0,0,51,2,0,,0,1
BIZKAIA,044,GETXO,2,2,B,683,380,0,380,3,377,303,28,79,42,4,8,0,0,2,0,20,1,0,0,1,0,0,0,1,0,0,47,0,105,0,0,0,33,2,0,,0,4
BIZKAIA,044,GETXO,2,3,U,1237,765,2,763,1,762,472,49,54,152,5,16,2,0,6,1,19,2,0,0,0,0,0,0,0,0,0,65,0,270,0,0,0,116,1,0,,0,4
BIZKAIA,044,GETXO,2,4,U,701,452,1,451,5,446,249,21,59,94,5,11,0,0,3,0,11,0,0,0,0,0,0,0,0,0,1,35,0,134,2,0,0,60,7,1,,0,2
BIZKAIA,044,GETXO,2,5,U,848,535,1,534,4,530,313,46,42,94,4,1,1,0,3,0,7,1,0,0,1,0,0,1,0,1,0,59,0,181,0,0,0,85,0,1,,0,2
BIZKAIA,044,GETXO,2,6,U,1178,688,1,684,2,682,490,58,27,180,6,8,0,0,1,2,6,3,0,0,0,0,0,0,0,0,0,88,0,215,0,0,0,84,2,0,,0,5
BIZKAIA,044,GETXO,2,7,U,1272,690,6,684,4,680,582,68,53,146,7,8,0,0,7,0,17,5,0,1,1,0,0,0,0,0,0,58,0,213,1,0,0,93,0,0,,0,2
BIZKAIA,044,GETXO,2,8,U,993,581,1,580,6,574,412,58,65,101,6,3,0,0,3,0,27,0,0,0,2,0,0,0,0,0,0,46,0,182,1,0,0,74,4,0,,0,3
BIZKAIA,044,GETXO,2,9,U,1322,833,4,829,9,820,489,27,385,27,3,25,0,0,2,1,65,0,0,0,1,0,1,0,0,0,2,28,0,187,0,0,0,58,8,0,,0,0
BIZKAIA,044,GETXO,2,10,U,989,573,3,570,3,567,416,38,186,72,2,22,0,0,5,0,38,1,1,0,2,0,1,0,0,0,0,39,0,109,0,0,0,41,8,0,,0,2
BIZKAIA,044,GETXO,2,11,U,642,377,1,376,0,376,265,50,17,79,9,4,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,38,0,110,1,0,0,58,1,0,,0,2
BIZKAIA,044,GETXO,2,12,U,1182,668,4,664,8,656,514,76,35,136,6,12,0,0,7,0,14,5,0,2,0,0,0,0,0,1,3,81,0,185,1,0,1,82,3,2,,0,4
BIZKAIA,044,GETXO,2,13,A,747,393,0,393,2,391,354,46,20,66,7,12,0,1,1,0,5,1,0,0,0,0,0,0,0,0,2,61,0,111,0,0,0,52,2,0,,0,4
BIZKAIA,044,GETXO,2,13,B,826,403,0,403,3,400,423,64,16,60,4,6,0,1,2,0,8,3,0,0,3,0,0,0,0,2,0,61,0,105,0,0,0,61,0,1,,0,3
BIZKAIA,044,GETXO,2,14,U,983,587,2,585,3,582,396,34,41,132,9,11,0,0,2,1,12,0,0,0,0,0,2,0,0,0,0,54,0,196,3,0,0,83,1,0,,1,0
BIZKAIA,044,GETXO,2,15,U,1101,571,2,569,6,563,530,72,103,70,9,20,0,0,7,0,35,2,0,0,0,0,3,0,0,0,3,53,0,109,1,0,0,73,1,0,,1,1
BIZKAIA,044,GETXO,2,16,A,768,468,2,466,4,462,300,30,45,72,3,13,0,1,2,0,7,0,0,0,0,1,0,0,0,0,1,41,0,189,0,0,0,49,5,0,,0,3
BIZKAIA,044,GETXO,2,16,B,634,376,2,374,6,368,258,28,43,58,1,4,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,28,0,159,0,0,0,41,3,0,,0,0
BIZKAIA,044,GETXO,2,17,U,835,465,3,462,7,455,370,54,21,81,6,16,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,71,0,146,0,0,0,43,0,1,,0,3
BIZKAIA,044,GETXO,2,18,A,718,416,1,415,2,413,302,39,27,85,2,8,0,0,3,0,4,1,0,0,1,0,0,0,0,0,0,40,1,147,1,0,0,54,0,0,,0,0
BIZKAIA,044,GETXO,2,18,B,656,382,4,378,3,375,274,32,33,74,6,2,0,0,2,0,8,2,0,0,1,0,0,0,0,0,3,48,1,114,0,0,0,48,0,0,,0,1
BIZKAIA,044,GETXO,2,19,A,859,477,5,472,9,463,382,40,50,70,2,7,0,0,7,0,7,6,0,0,1,0,0,1,0,0,0,63,1,167,1,0,0,40,0,0,,0,0
BIZKAIA,044,GETXO,2,19,B,850,491,2,489,3,486,359,52,50,74,6,12,0,0,2,0,5,0,0,0,2,0,0,0,0,1,1,54,0,163,0,0,0,55,5,1,,0,3
BIZKAIA,044,GETXO,2,20,U,1191,621,3,618,3,615,570,86,37,153,10,13,0,0,4,0,3,2,1,1,0,0,0,0,1,0,1,78,0,138,0,0,0,84,1,0,,1,1
BIZKAIA,044,GETXO,2,21,U,962,585,0,585,2,583,377,30,82,94,7,14,0,1,3,1,17,2,3,0,2,0,0,0,0,0,2,65,1,182,0,0,1,70,4,0,,0,2
BIZKAIA,044,GETXO,2,22,U,1125,681,8,673,8,665,444,60,42,117,1,16,1,3,2,1,11,1,0,1,0,0,0,0,0,1,0,73,0,209,0,0,0,122,1,0,,0,3
BIZKAIA,044,GETXO,2,23,U,682,400,0,400,1,399,282,21,201,6,1,16,0,0,0,0,42,0,0,0,4,0,0,0,0,0,1,14,0,73,0,0,0,16,4,0,,0,0
BIZKAIA,044,GETXO,2,24,U,826,527,1,526,6,520,299,50,53,73,7,8,0,0,7,0,13,2,0,1,0,0,0,0,0,0,1,62,1,169,0,0,0,68,3,1,,0,1
BIZKAIA,044,GETXO,2,25,U,777,407,4,403,4,399,370,44,19,87,11,16,0,1,3,1,6,2,0,0,0,0,0,1,0,1,0,43,0,121,1,0,0,39,2,1,,0,0
BIZKAIA,044,GETXO,3,1,U,1334,839,4,835,4,831,495,38,439,13,9,18,0,0,5,0,96,1,1,0,6,0,0,1,0,0,1,27,1,131,0,0,0,32,11,0,,0,1
BIZKAIA,044,GETXO,3,2,U,1007,626,0,626,8,618,381,24,209,26,3,14,0,0,5,1,41,1,0,0,4,0,0,0,0,0,0,64,0,171,0,0,0,48,4,0,,0,3
BIZKAIA,044,GETXO,3,3,U,875,559,0,559,11,548,316,34,237,31,3,11,0,1,5,0,33,2,0,0,3,0,0,0,0,0,0,40,0,98,0,0,0,41,7,0,,0,2
BIZKAIA,044,GETXO,3,4,U,1287,733,0,733,6,727,554,60,146,40,5,25,0,0,6,0,54,4,2,0,1,0,0,0,1,0,0,63,0,232,0,0,0,75,10,0,,1,2
